,index,Year,HBR,HBRQF,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,InjuryLocation,InjuryLocationQF,InjuryType,InjuryTypeQF,NumberofDeaths
1490,91202,2017,S92000003,d,S92000003,d,All,d,All,d,All,d,Crushing,,0
1491,91203,2017,S92000003,d,S92000003,d,All,d,All,d,All,d,Scalds,,1
1492,91204,2017,S92000003,d,S92000003,d,All,d,All,d,All,d,Accidental exposure,,102
1493,91205,2017,S92000003,d,S92000003,d,All,d,All,d,All,d,Other,,167
1494,92259,2017,S08000015,,S12000008,,All,d,All,d,All,d,All,d,57
1495,92260,2017,S08000015,,S12000008,,All,d,All,d,All,d,Land transport accidents,,5
1496,92261,2017,S08000015,,S12000008,,All,d,All,d,All,d,Poisoning,,28
1497,92262,2017,S08000015,,S12000008,,All,d,All,d,All,d,Falls,,20
1498,92263,2017,S08000015,,S12000008,,All,d,All,d,All,d,"Struck by,against",,0
1499,92264,2017,S08000015,,S12000008,,All,d,All,d,All,d,Crushing,,0
1500,92265,2017,S08000015,,S12000008,,All,d,All,d,All,d,Scalds,,0
1501,92266,2017,S08000015,,S12000008,,All,d,All,d,All,d,Accidental exposure,,1
1502,92267,2017,S08000015,,S12000008,,All,d,All,d,All,d,Other,,3
1503,92808,2017,S08000015,,S12000021,,All,d,All,d,All,d,All,d,60
1504,92809,2017,S08000015,,S12000021,,All,d,All,d,All,d,Land transport accidents,,2
1505,92810,2017,S08000015,,S12000021,,All,d,All,d,All,d,Poisoning,,20
1506,92811,2017,S08000015,,S12000021,,All,d,All,d,All,d,Falls,,34
1507,92812,2017,S08000015,,S12000021,,All,d,All,d,All,d,"Struck by,against",,0
1508,92813,2017,S08000015,,S12000021,,All,d,All,d,All,d,Crushing,,0
1509,92814,2017,S08000015,,S12000021,,All,d,All,d,All,d,Scalds,,0
1510,92815,2017,S08000015,,S12000021,,All,d,All,d,All,d,Accidental exposure,,1
1511,92816,2017,S08000015,,S12000021,,All,d,All,d,All,d,Other,,3
1512,93366,2017,S08000015,,S12000028,,All,d,All,d,All,d,All,d,56
1513,93367,2017,S08000015,,S12000028,,All,d,All,d,All,d,Land transport accidents,,3
1514,93368,2017,S08000015,,S12000028,,All,d,All,d,All,d,Poisoning,,14
1515,93369,2017,S08000015,,S12000028,,All,d,All,d,All,d,Falls,,31
1516,93370,2017,S08000015,,S12000028,,All,d,All,d,All,d,"Struck by,against",,0
1517,93371,2017,S08000015,,S12000028,,All,d,All,d,All,d,Crushing,,0
1518,93372,2017,S08000015,,S12000028,,All,d,All,d,All,d,Scalds,,0
1519,93373,2017,S08000015,,S12000028,,All,d,All,d,All,d,Accidental exposure,,5
1520,93374,2017,S08000015,,S12000028,,All,d,All,d,All,d,Other,,3
1521,93906,2017,S08000016,,S12000026,,All,d,All,d,All,d,All,d,59
1522,93907,2017,S08000016,,S12000026,,All,d,All,d,All,d,Land transport accidents,,6
1523,93908,2017,S08000016,,S12000026,,All,d,All,d,All,d,Poisoning,,12
1524,93909,2017,S08000016,,S12000026,,All,d,All,d,All,d,Falls,,33
1525,93910,2017,S08000016,,S12000026,,All,d,All,d,All,d,"Struck by,against",,1
1526,93911,2017,S08000016,,S12000026,,All,d,All,d,All,d,Crushing,,0
1527,93912,2017,S08000016,,S12000026,,All,d,All,d,All,d,Scalds,,0
1528,93913,2017,S08000016,,S12000026,,All,d,All,d,All,d,Accidental exposure,,5
1529,93914,2017,S08000016,,S12000026,,All,d,All,d,All,d,Other,,2
1530,94482,2017,S08000017,,S12000006,,All,d,All,d,All,d,All,d,80
1531,94483,2017,S08000017,,S12000006,,All,d,All,d,All,d,Land transport accidents,,11
1532,94484,2017,S08000017,,S12000006,,All,d,All,d,All,d,Poisoning,,24
1533,94485,2017,S08000017,,S12000006,,All,d,All,d,All,d,Falls,,37
1534,94486,2017,S08000017,,S12000006,,All,d,All,d,All,d,"Struck by,against",,1
1535,94487,2017,S08000017,,S12000006,,All,d,All,d,All,d,Crushing,,0
1536,94488,2017,S08000017,,S12000006,,All,d,All,d,All,d,Scalds,,0
1537,94489,2017,S08000017,,S12000006,,All,d,All,d,All,d,Accidental exposure,,3
1538,94490,2017,S08000017,,S12000006,,All,d,All,d,All,d,Other,,4
1539,95139,2017,S08000019,,S12000005,,All,d,All,d,All,d,All,d,22
1540,95140,2017,S08000019,,S12000005,,All,d,All,d,All,d,Land transport accidents,,2
1541,95141,2017,S08000019,,S12000005,,All,d,All,d,All,d,Poisoning,,6
1542,95142,2017,S08000019,,S12000005,,All,d,All,d,All,d,Falls,,13
1543,95143,2017,S08000019,,S12000005,,All,d,All,d,All,d,"Struck by,against",,0
1544,95144,2017,S08000019,,S12000005,,All,d,All,d,All,d,Crushing,,0
1545,95145,2017,S08000019,,S12000005,,All,d,All,d,All,d,Scalds,,0
1546,95146,2017,S08000019,,S12000005,,All,d,All,d,All,d,Accidental exposure,,0
1547,95147,2017,S08000019,,S12000005,,All,d,All,d,All,d,Other,,1
1548,95526,2017,S08000019,,S12000014,,All,d,All,d,All,d,All,d,59
1549,95527,2017,S08000019,,S12000014,,All,d,All,d,All,d,Land transport accidents,,4
1550,95528,2017,S08000019,,S12000014,,All,d,All,d,All,d,Poisoning,,20
1551,95529,2017,S08000019,,S12000014,,All,d,All,d,All,d,Falls,,28
1552,95530,2017,S08000019,,S12000014,,All,d,All,d,All,d,"Struck by,against",,0
1553,95531,2017,S08000019,,S12000014,,All,d,All,d,All,d,Crushing,,0
1554,95532,2017,S08000019,,S12000014,,All,d,All,d,All,d,Scalds,,0
1555,95533,2017,S08000019,,S12000014,,All,d,All,d,All,d,Accidental exposure,,5
1556,95534,2017,S08000019,,S12000014,,All,d,All,d,All,d,Other,,2
1557,96066,2017,S08000019,,S12000030,,All,d,All,d,All,d,All,d,36
1558,96067,2017,S08000019,,S12000030,,All,d,All,d,All,d,Land transport accidents,,3
1559,96068,2017,S08000019,,S12000030,,All,d,All,d,All,d,Poisoning,,13
1560,96069,2017,S08000019,,S12000030,,All,d,All,d,All,d,Falls,,16
1561,96070,2017,S08000019,,S12000030,,All,d,All,d,All,d,"Struck by,against",,0
1562,96071,2017,S08000019,,S12000030,,All,d,All,d,All,d,Crushing,,0
1563,96072,2017,S08000019,,S12000030,,All,d,All,d,All,d,Scalds,,0
1564,96073,2017,S08000019,,S12000030,,All,d,All,d,All,d,Accidental exposure,,1
1565,96074,2017,S08000019,,S12000030,,All,d,All,d,All,d,Other,,3
1566,96525,2017,S08000020,,S12000020,,All,d,All,d,All,d,All,d,34
1567,96526,2017,S08000020,,S12000020,,All,d,All,d,All,d,Land transport accidents,,6
1568,96527,2017,S08000020,,S12000020,,All,d,All,d,All,d,Poisoning,,5
1569,96528,2017,S08000020,,S12000020,,All,d,All,d,All,d,Falls,,17
1570,96529,2017,S08000020,,S12000020,,All,d,All,d,All,d,"Struck by,against",,1
1571,96530,2017,S08000020,,S12000020,,All,d,All,d,All,d,Crushing,,0
1572,96531,2017,S08000020,,S12000020,,All,d,All,d,All,d,Scalds,,0
1573,96532,2017,S08000020,,S12000020,,All,d,All,d,All,d,Accidental exposure,,1
1574,96533,2017,S08000020,,S12000020,,All,d,All,d,All,d,Other,,4
1575,97119,2017,S08000020,,S12000033,,All,d,All,d,All,d,All,d,99
1576,97120,2017,S08000020,,S12000033,,All,d,All,d,All,d,Land transport accidents,,4
1577,97121,2017,S08000020,,S12000033,,All,d,All,d,All,d,Poisoning,,54
1578,97122,2017,S08000020,,S12000033,,All,d,All,d,All,d,Falls,,30
1579,97123,2017,S08000020,,S12000033,,All,d,All,d,All,d,"Struck by,against",,0
1580,97124,2017,S08000020,,S12000033,,All,d,All,d,All,d,Crushing,,0
1581,97125,2017,S08000020,,S12000033,,All,d,All,d,All,d,Scalds,,0
1582,97126,2017,S08000020,,S12000033,,All,d,All,d,All,d,Accidental exposure,,2
1583,97127,2017,S08000020,,S12000033,,All,d,All,d,All,d,Other,,9
1584,97623,2017,S08000020,,S12000034,,All,d,All,d,All,d,All,d,71
1585,97624,2017,S08000020,,S12000034,,All,d,All,d,All,d,Land transport accidents,,12
1586,97625,2017,S08000020,,S12000034,,All,d,All,d,All,d,Poisoning,,25
1587,97626,2017,S08000020,,S12000034,,All,d,All,d,All,d,Falls,,23
1588,97627,2017,S08000020,,S12000034,,All,d,All,d,All,d,"Struck by,against",,0
1589,97628,2017,S08000020,,S12000034,,All,d,All,d,All,d,Crushing,,0
1590,97629,2017,S08000020,,S12000034,,All,d,All,d,All,d,Scalds,,0
1591,97630,2017,S08000020,,S12000034,,All,d,All,d,All,d,Accidental exposure,,3
1592,97631,2017,S08000020,,S12000034,,All,d,All,d,All,d,Other,,8
1593,98271,2017,S08000022,,S12000017,,All,d,All,d,All,d,All,d,100
1594,98272,2017,S08000022,,S12000017,,All,d,All,d,All,d,Land transport accidents,,17
1595,98273,2017,S08000022,,S12000017,,All,d,All,d,All,d,Poisoning,,19
1596,98274,2017,S08000022,,S12000017,,All,d,All,d,All,d,Falls,,46
1597,98275,2017,S08000022,,S12000017,,All,d,All,d,All,d,"Struck by,against",,0
1598,98276,2017,S08000022,,S12000017,,All,d,All,d,All,d,Crushing,,0
1599,98277,2017,S08000022,,S12000017,,All,d,All,d,All,d,Scalds,,0
1600,98278,2017,S08000022,,S12000017,,All,d,All,d,All,d,Accidental exposure,,3
1601,98279,2017,S08000022,,S12000017,,All,d,All,d,All,d,Other,,15
1602,98946,2017,S08000022,,S12000035,,All,d,All,d,All,d,All,d,32
1603,98947,2017,S08000022,,S12000035,,All,d,All,d,All,d,Land transport accidents,,4
1604,98948,2017,S08000022,,S12000035,,All,d,All,d,All,d,Poisoning,,7
1605,98949,2017,S08000022,,S12000035,,All,d,All,d,All,d,Falls,,13
1606,98950,2017,S08000022,,S12000035,,All,d,All,d,All,d,"Struck by,against",,1
1607,98951,2017,S08000022,,S12000035,,All,d,All,d,All,d,Crushing,,0
1608,98952,2017,S08000022,,S12000035,,All,d,All,d,All,d,Scalds,,0
1609,98953,2017,S08000022,,S12000035,,All,d,All,d,All,d,Accidental exposure,,0
1610,98954,2017,S08000022,,S12000035,,All,d,All,d,All,d,Other,,7
1611,99495,2017,S08000024,,S12000010,,All,d,All,d,All,d,All,d,32
1612,99496,2017,S08000024,,S12000010,,All,d,All,d,All,d,Land transport accidents,,6
1613,99497,2017,S08000024,,S12000010,,All,d,All,d,All,d,Poisoning,,12
1614,99498,2017,S08000024,,S12000010,,All,d,All,d,All,d,Falls,,11
1615,99499,2017,S08000024,,S12000010,,All,d,All,d,All,d,"Struck by,against",,0
1616,99500,2017,S08000024,,S12000010,,All,d,All,d,All,d,Crushing,,0
1617,99501,2017,S08000024,,S12000010,,All,d,All,d,All,d,Scalds,,0
1618,99502,2017,S08000024,,S12000010,,All,d,All,d,All,d,Accidental exposure,,2
1619,99503,2017,S08000024,,S12000010,,All,d,All,d,All,d,Other,,1
1620,99927,2017,S08000024,,S12000019,,All,d,All,d,All,d,All,d,32
1621,99928,2017,S08000024,,S12000019,,All,d,All,d,All,d,Land transport accidents,,4
1622,99929,2017,S08000024,,S12000019,,All,d,All,d,All,d,Poisoning,,15
1623,99930,2017,S08000024,,S12000019,,All,d,All,d,All,d,Falls,,10
1624,99931,2017,S08000024,,S12000019,,All,d,All,d,All,d,"Struck by,against",,0
1625,99932,2017,S08000024,,S12000019,,All,d,All,d,All,d,Crushing,,0
1626,99933,2017,S08000024,,S12000019,,All,d,All,d,All,d,Scalds,,0
1627,99934,2017,S08000024,,S12000019,,All,d,All,d,All,d,Accidental exposure,,1
1628,99935,2017,S08000024,,S12000019,,All,d,All,d,All,d,Other,,2
1629,100413,2017,S08000024,,S12000036,,All,d,All,d,All,d,All,d,188
1630,100414,2017,S08000024,,S12000036,,All,d,All,d,All,d,Land transport accidents,,8
1631,100415,2017,S08000024,,S12000036,,All,d,All,d,All,d,Poisoning,,84
1632,100416,2017,S08000024,,S12000036,,All,d,All,d,All,d,Falls,,77
1633,100417,2017,S08000024,,S12000036,,All,d,All,d,All,d,"Struck by,against",,0
1634,100418,2017,S08000024,,S12000036,,All,d,All,d,All,d,Crushing,,0
1635,100419,2017,S08000024,,S12000036,,All,d,All,d,All,d,Scalds,,0
1636,100420,2017,S08000024,,S12000036,,All,d,All,d,All,d,Accidental exposure,,10
1637,100421,2017,S08000024,,S12000036,,All,d,All,d,All,d,Other,,9
1638,101133,2017,S08000024,,S12000040,,All,d,All,d,All,d,All,d,56
1639,101134,2017,S08000024,,S12000040,,All,d,All,d,All,d,Land transport accidents,,4
1640,101135,2017,S08000024,,S12000040,,All,d,All,d,All,d,Poisoning,,14
1641,101136,2017,S08000024,,S12000040,,All,d,All,d,All,d,Falls,,33
1642,101137,2017,S08000024,,S12000040,,All,d,All,d,All,d,"Struck by,against",,0
1643,101138,2017,S08000024,,S12000040,,All,d,All,d,All,d,Crushing,,0
1644,101139,2017,S08000024,,S12000040,,All,d,All,d,All,d,Scalds,,0
1645,101140,2017,S08000024,,S12000040,,All,d,All,d,All,d,Accidental exposure,,1
1646,101141,2017,S08000024,,S12000040,,All,d,All,d,All,d,Other,,4
1647,101691,2017,S08000025,,S12000023,,All,d,All,d,All,d,All,d,10
1648,101692,2017,S08000025,,S12000023,,All,d,All,d,All,d,Land transport accidents,,1
1649,101693,2017,S08000025,,S12000023,,All,d,All,d,All,d,Poisoning,,1
1650,101694,2017,S08000025,,S12000023,,All,d,All,d,All,d,Falls,,5
1651,101695,2017,S08000025,,S12000023,,All,d,All,d,All,d,"Struck by,against",,0
1652,101696,2017,S08000025,,S12000023,,All,d,All,d,All,d,Crushing,,0
1653,101697,2017,S08000025,,S12000023,,All,d,All,d,All,d,Scalds,,0
1654,101698,2017,S08000025,,S12000023,,All,d,All,d,All,d,Accidental exposure,,0
1655,101699,2017,S08000025,,S12000023,,All,d,All,d,All,d,Other,,3
1656,101988,2017,S08000026,,S12000027,,All,d,All,d,All,d,All,d,9
1657,101989,2017,S08000026,,S12000027,,All,d,All,d,All,d,Land transport accidents,,1
1658,101990,2017,S08000026,,S12000027,,All,d,All,d,All,d,Poisoning,,3
1659,101991,2017,S08000026,,S12000027,,All,d,All,d,All,d,Falls,,4
1660,101992,2017,S08000026,,S12000027,,All,d,All,d,All,d,"Struck by,against",,0
1661,101993,2017,S08000026,,S12000027,,All,d,All,d,All,d,Crushing,,0
1662,101994,2017,S08000026,,S12000027,,All,d,All,d,All,d,Scalds,,0
1663,101995,2017,S08000026,,S12000027,,All,d,All,d,All,d,Accidental exposure,,0
1664,101996,2017,S08000026,,S12000027,,All,d,All,d,All,d,Other,,1
1665,102258,2017,S08000028,,S12000013,,All,d,All,d,All,d,All,d,18
1666,102259,2017,S08000028,,S12000013,,All,d,All,d,All,d,Land transport accidents,,0
1667,102260,2017,S08000028,,S12000013,,All,d,All,d,All,d,Poisoning,,1
1668,102261,2017,S08000028,,S12000013,,All,d,All,d,All,d,Falls,,6
1669,102262,2017,S08000028,,S12000013,,All,d,All,d,All,d,"Struck by,against",,0
1670,102263,2017,S08000028,,S12000013,,All,d,All,d,All,d,Crushing,,0
1671,102264,2017,S08000028,,S12000013,,All,d,All,d,All,d,Scalds,,0
1672,102265,2017,S08000028,,S12000013,,All,d,All,d,All,d,Accidental exposure,,1
1673,102266,2017,S08000028,,S12000013,,All,d,All,d,All,d,Other,,10
1674,102672,2017,S08000029,,S12000047,,All,d,All,d,All,d,All,d,161
1675,102673,2017,S08000029,,S12000047,,All,d,All,d,All,d,Land transport accidents,,11
1676,102674,2017,S08000029,,S12000047,,All,d,All,d,All,d,Poisoning,,69
1677,102675,2017,S08000029,,S12000047,,All,d,All,d,All,d,Falls,,62
1678,102676,2017,S08000029,,S12000047,,All,d,All,d,All,d,"Struck by,against",,0
1679,102677,2017,S08000029,,S12000047,,All,d,All,d,All,d,Crushing,,0
1680,102678,2017,S08000029,,S12000047,,All,d,All,d,All,d,Scalds,,0
1681,102679,2017,S08000029,,S12000047,,All,d,All,d,All,d,Accidental exposure,,9
1682,102680,2017,S08000029,,S12000047,,All,d,All,d,All,d,Other,,10
1683,103383,2017,S08000030,,S12000041,,All,d,All,d,All,d,All,d,45
1684,103384,2017,S08000030,,S12000041,,All,d,All,d,All,d,Land transport accidents,,8
1685,103385,2017,S08000030,,S12000041,,All,d,All,d,All,d,Poisoning,,18
1686,103386,2017,S08000030,,S12000041,,All,d,All,d,All,d,Falls,,16
1687,103387,2017,S08000030,,S12000041,,All,d,All,d,All,d,"Struck by,against",,0
1688,103388,2017,S08000030,,S12000041,,All,d,All,d,All,d,Crushing,,0
1689,103389,2017,S08000030,,S12000041,,All,d,All,d,All,d,Scalds,,0
1690,103390,2017,S08000030,,S12000041,,All,d,All,d,All,d,Accidental exposure,,0
1691,103391,2017,S08000030,,S12000041,,All,d,All,d,All,d,Other,,3
1692,103905,2017,S08000030,,S12000042,,All,d,All,d,All,d,All,d,87
1693,103906,2017,S08000030,,S12000042,,All,d,All,d,All,d,Land transport accidents,,5
1694,103907,2017,S08000030,,S12000042,,All,d,All,d,All,d,Poisoning,,52
1695,103908,2017,S08000030,,S12000042,,All,d,All,d,All,d,Falls,,22
1696,103909,2017,S08000030,,S12000042,,All,d,All,d,All,d,"Struck by,against",,0
1697,103910,2017,S08000030,,S12000042,,All,d,All,d,All,d,Crushing,,0
1698,103911,2017,S08000030,,S12000042,,All,d,All,d,All,d,Scalds,,0
1699,103912,2017,S08000030,,S12000042,,All,d,All,d,All,d,Accidental exposure,,2
1700,103913,2017,S08000030,,S12000042,,All,d,All,d,All,d,Other,,6
1701,104472,2017,S08000030,,S12000048,,All,d,All,d,All,d,All,d,64
1702,104473,2017,S08000030,,S12000048,,All,d,All,d,All,d,Land transport accidents,,9
1703,104474,2017,S08000030,,S12000048,,All,d,All,d,All,d,Poisoning,,17
1704,104475,2017,S08000030,,S12000048,,All,d,All,d,All,d,Falls,,32
1705,104476,2017,S08000030,,S12000048,,All,d,All,d,All,d,"Struck by,against",,0
1706,104477,2017,S08000030,,S12000048,,All,d,All,d,All,d,Crushing,,0
1707,104478,2017,S08000030,,S12000048,,All,d,All,d,All,d,Scalds,,0
1708,104479,2017,S08000030,,S12000048,,All,d,All,d,All,d,Accidental exposure,,2
1709,104480,2017,S08000030,,S12000048,,All,d,All,d,All,d,Other,,4
1710,105075,2017,S08000031,,S12000011,,All,d,All,d,All,d,All,d,32
1711,105076,2017,S08000031,,S12000011,,All,d,All,d,All,d,Land transport accidents,,2
1712,105077,2017,S08000031,,S12000011,,All,d,All,d,All,d,Poisoning,,2
1713,105078,2017,S08000031,,S12000011,,All,d,All,d,All,d,Falls,,24
1714,105079,2017,S08000031,,S12000011,,All,d,All,d,All,d,"Struck by,against",,0
1715,105080,2017,S08000031,,S12000011,,All,d,All,d,All,d,Crushing,,0
1716,105081,2017,S08000031,,S12000011,,All,d,All,d,All,d,Scalds,,0
1717,105082,2017,S08000031,,S12000011,,All,d,All,d,All,d,Accidental exposure,,4
1718,105083,2017,S08000031,,S12000011,,All,d,All,d,All,d,Other,,0
1719,105498,2017,S08000031,,S12000018,,All,d,All,d,All,d,All,d,48
1720,105499,2017,S08000031,,S12000018,,All,d,All,d,All,d,Land transport accidents,,4
1721,105500,2017,S08000031,,S12000018,,All,d,All,d,All,d,Poisoning,,25
1722,105501,2017,S08000031,,S12000018,,All,d,All,d,All,d,Falls,,15
1723,105502,2017,S08000031,,S12000018,,All,d,All,d,All,d,"Struck by,against",,0
1724,105503,2017,S08000031,,S12000018,,All,d,All,d,All,d,Crushing,,0
1725,105504,2017,S08000031,,S12000018,,All,d,All,d,All,d,Scalds,,0
1726,105505,2017,S08000031,,S12000018,,All,d,All,d,All,d,Accidental exposure,,3
1727,105506,2017,S08000031,,S12000018,,All,d,All,d,All,d,Other,,1
1728,105939,2017,S08000031,,S12000038,,All,d,All,d,All,d,All,d,90
1729,105940,2017,S08000031,,S12000038,,All,d,All,d,All,d,Land transport accidents,,2
1730,105941,2017,S08000031,,S12000038,,All,d,All,d,All,d,Poisoning,,44
1731,105942,2017,S08000031,,S12000038,,All,d,All,d,All,d,Falls,,33
1732,105943,2017,S08000031,,S12000038,,All,d,All,d,All,d,"Struck by,against",,0
1733,105944,2017,S08000031,,S12000038,,All,d,All,d,All,d,Crushing,,0
1734,105945,2017,S08000031,,S12000038,,All,d,All,d,All,d,Scalds,,1
1735,105946,2017,S08000031,,S12000038,,All,d,All,d,All,d,Accidental exposure,,4
1736,105947,2017,S08000031,,S12000038,,All,d,All,d,All,d,Other,,6
1737,106551,2017,S08000031,,S12000039,,All,d,All,d,All,d,All,d,51
1738,106552,2017,S08000031,,S12000039,,All,d,All,d,All,d,Land transport accidents,,3
1739,106553,2017,S08000031,,S12000039,,All,d,All,d,All,d,Poisoning,,18
1740,106554,2017,S08000031,,S12000039,,All,d,All,d,All,d,Falls,,22
1741,106555,2017,S08000031,,S12000039,,All,d,All,d,All,d,"Struck by,against",,0
1742,106556,2017,S08000031,,S12000039,,All,d,All,d,All,d,Crushing,,0
1743,106557,2017,S08000031,,S12000039,,All,d,All,d,All,d,Scalds,,0
1744,106558,2017,S08000031,,S12000039,,All,d,All,d,All,d,Accidental exposure,,4
1745,106559,2017,S08000031,,S12000039,,All,d,All,d,All,d,Other,,4
1746,107100,2017,S08000031,,S12000045,,All,d,All,d,All,d,All,d,39
1747,107101,2017,S08000031,,S12000045,,All,d,All,d,All,d,Land transport accidents,,0
1748,107102,2017,S08000031,,S12000045,,All,d,All,d,All,d,Poisoning,,10
1749,107103,2017,S08000031,,S12000045,,All,d,All,d,All,d,Falls,,25
1750,107104,2017,S08000031,,S12000045,,All,d,All,d,All,d,"Struck by,against",,0
1751,107105,2017,S08000031,,S12000045,,All,d,All,d,All,d,Crushing,,0
1752,107106,2017,S08000031,,S12000045,,All,d,All,d,All,d,Scalds,,0
1753,107107,2017,S08000031,,S12000045,,All,d,All,d,All,d,Accidental exposure,,4
1754,107108,2017,S08000031,,S12000045,,All,d,All,d,All,d,Other,,0
1755,107505,2017,S08000031,,S12000049,,All,d,All,d,All,d,All,d,318
1756,107506,2017,S08000031,,S12000049,,All,d,All,d,All,d,Land transport accidents,,9
1757,107507,2017,S08000031,,S12000049,,All,d,All,d,All,d,Poisoning,,187
1758,107508,2017,S08000031,,S12000049,,All,d,All,d,All,d,Falls,,98
1759,107509,2017,S08000031,,S12000049,,All,d,All,d,All,d,"Struck by,against",,0
1760,107510,2017,S08000031,,S12000049,,All,d,All,d,All,d,Crushing,,0
1761,107511,2017,S08000031,,S12000049,,All,d,All,d,All,d,Scalds,,0
1762,107512,2017,S08000031,,S12000049,,All,d,All,d,All,d,Accidental exposure,,12
1763,107513,2017,S08000031,,S12000049,,All,d,All,d,All,d,Other,,12
1764,108252,2017,S08000032,,S12000029,,All,d,All,d,All,d,All,d,154
1765,108253,2017,S08000032,,S12000029,,All,d,All,d,All,d,Land transport accidents,,8
1766,108254,2017,S08000032,,S12000029,,All,d,All,d,All,d,Poisoning,,51
1767,108255,2017,S08000032,,S12000029,,All,d,All,d,All,d,Falls,,74
1768,108256,2017,S08000032,,S12000029,,All,d,All,d,All,d,"Struck by,against",,0
1769,108257,2017,S08000032,,S12000029,,All,d,All,d,All,d,Crushing,,0
1770,108258,2017,S08000032,,S12000029,,All,d,All,d,All,d,Scalds,,0
1771,108259,2017,S08000032,,S12000029,,All,d,All,d,All,d,Accidental exposure,,7
1772,108260,2017,S08000032,,S12000029,,All,d,All,d,All,d,Other,,14
1773,108909,2017,S08000032,,S12000050,,All,d,All,d,All,d,All,d,149
1774,108910,2017,S08000032,,S12000050,,All,d,All,d,All,d,Land transport accidents,,5
1775,108911,2017,S08000032,,S12000050,,All,d,All,d,All,d,Poisoning,,53
1776,108912,2017,S08000032,,S12000050,,All,d,All,d,All,d,Falls,,72
1777,108913,2017,S08000032,,S12000050,,All,d,All,d,All,d,"Struck by,against",,0
1778,108914,2017,S08000032,,S12000050,,All,d,All,d,All,d,Crushing,,0
1779,108915,2017,S08000032,,S12000050,,All,d,All,d,All,d,Scalds,,0
1780,108916,2017,S08000032,,S12000050,,All,d,All,d,All,d,Accidental exposure,,6
1781,108917,2017,S08000032,,S12000050,,All,d,All,d,All,d,Other,,13
1782,109512,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,All,d,2512
1783,109513,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Land transport accidents,,174
1784,109514,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Poisoning,,1146
1785,109515,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Falls,,942
1786,109516,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,"Struck by,against",,2
1787,109517,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Crushing,,0
1788,109518,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Scalds,,0
1789,109519,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Accidental exposure,,95
1790,109520,2018,S92000003,d,S92000003,d,All,d,All,d,All,d,Other,,153
1791,110475,2018,S08000015,,S12000008,,All,d,All,d,All,d,All,d,67
1792,110476,2018,S08000015,,S12000008,,All,d,All,d,All,d,Land transport accidents,,1
1793,110477,2018,S08000015,,S12000008,,All,d,All,d,All,d,Poisoning,,29
1794,110478,2018,S08000015,,S12000008,,All,d,All,d,All,d,Falls,,24
1795,110479,2018,S08000015,,S12000008,,All,d,All,d,All,d,"Struck by,against",,0
1796,110480,2018,S08000015,,S12000008,,All,d,All,d,All,d,Crushing,,0
1797,110481,2018,S08000015,,S12000008,,All,d,All,d,All,d,Scalds,,0
1798,110482,2018,S08000015,,S12000008,,All,d,All,d,All,d,Accidental exposure,,7
1799,110483,2018,S08000015,,S12000008,,All,d,All,d,All,d,Other,,6
1800,111006,2018,S08000015,,S12000021,,All,d,All,d,All,d,All,d,68
1801,111007,2018,S08000015,,S12000021,,All,d,All,d,All,d,Land transport accidents,,4
1802,111008,2018,S08000015,,S12000021,,All,d,All,d,All,d,Poisoning,,40
1803,111009,2018,S08000015,,S12000021,,All,d,All,d,All,d,Falls,,16
1804,111010,2018,S08000015,,S12000021,,All,d,All,d,All,d,"Struck by,against",,0
1805,111011,2018,S08000015,,S12000021,,All,d,All,d,All,d,Crushing,,0
1806,111012,2018,S08000015,,S12000021,,All,d,All,d,All,d,Scalds,,0
1807,111013,2018,S08000015,,S12000021,,All,d,All,d,All,d,Accidental exposure,,2
1808,111014,2018,S08000015,,S12000021,,All,d,All,d,All,d,Other,,6
1809,111600,2018,S08000015,,S12000028,,All,d,All,d,All,d,All,d,53
1810,111601,2018,S08000015,,S12000028,,All,d,All,d,All,d,Land transport accidents,,4
1811,111602,2018,S08000015,,S12000028,,All,d,All,d,All,d,Poisoning,,20
1812,111603,2018,S08000015,,S12000028,,All,d,All,d,All,d,Falls,,24
1813,111604,2018,S08000015,,S12000028,,All,d,All,d,All,d,"Struck by,against",,0
1814,111605,2018,S08000015,,S12000028,,All,d,All,d,All,d,Crushing,,0
1815,111606,2018,S08000015,,S12000028,,All,d,All,d,All,d,Scalds,,0
1816,111607,2018,S08000015,,S12000028,,All,d,All,d,All,d,Accidental exposure,,2
1817,111608,2018,S08000015,,S12000028,,All,d,All,d,All,d,Other,,3
1818,112104,2018,S08000016,,S12000026,,All,d,All,d,All,d,All,d,58
1819,112105,2018,S08000016,,S12000026,,All,d,All,d,All,d,Land transport accidents,,6
1820,112106,2018,S08000016,,S12000026,,All,d,All,d,All,d,Poisoning,,19
1821,112107,2018,S08000016,,S12000026,,All,d,All,d,All,d,Falls,,29
1822,112108,2018,S08000016,,S12000026,,All,d,All,d,All,d,"Struck by,against",,0
1823,112109,2018,S08000016,,S12000026,,All,d,All,d,All,d,Crushing,,0
